id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
134,3,1,16,46,77,2015/7/26 14:33,1,1974,1,1,1,6,,4,1994,120000,2,,100,0,1,0,0,0,0,0,0,0,,165,120,4,4,4,1,2,3,3,2,4,5,1,1,3,4,3,4,3,3,2,3,4,5,1,3,3,4,3,3,2,1,6,5,6,4,1,1,9,1,1,1,2,2,2,150000,6,2,1,1,0,1,0,0,0,0,0,0,0,,2,0,1,3,1998,1976,1998,4,1,1,20000,1,1,1,1950,3,1,2,1952,3,1,2,2,2,3,2,150000,5,5,3,3,5,5,2,5,4,3,1,1,1,5,90,80,80,70,80,80,80,70,75
135,4,1,12,32,61,2015/8/2 10:13,2,1977,1,1,1,6,,4,1994,30000,1,,300,0,0,0,0,1,0,0,0,0,,158,120,4,3,4,4,1,2,2,2,4,3,2,1,5,3,4,4,4,4,4,3,5,4,2,4,3,2,2,3,3,2,4,2,5,1,1,2,8,1,4,1,2,2,2,80000,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2000,1976,2000,4,1,4,30000,1,3,1,1948,1,1,2,1953,1,1,2,2,2,4,3,80000,5,3,3,3,5,5,4,4,3,2,-8,-8,1,5,60,60,60,70,70,70,60,60,60
136,3,2,21,64,100,2015/7/20 13:15,2,1966,1,1,1,4,,4,-2,10000,1,,260,0,0,1,0,0,0,0,0,0,,163,130,4,4,3,2,1,1,1,1,5,1,4,1,5,2,5,5,3,5,5,5,5,5,5,2,4,1,3,3,1,4,5,3,6,2,3,,,,,1,1,2,2,50000,4,4,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,-2,1960,1992,6,4,1,20000,1,3,1,-2,6,4,1,-2,1,1,15,2,1,5,2,7,3,3,3,3,4,3,3,4,3,-8,-8,-8,3,5,100,100,100,100,0,100,100,100,100
137,4,2,18,52,85,2015/7/21 11:22,1,1992,1,1,1,12,,4,2015,0,2,,250,0,0,0,0,1,0,0,0,0,,174,114,2,2,3,1,2,1,1,1,5,5,1,1,5,5,2,5,3,4,1,5,5,5,1,1,4,3,,,1,4,5,5,8,5,1,5,1,2,3,1,2,2,2,10000,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1959,6,1,3,1959,4,1,2,3,2,3,3,50000,4,3,4,3,5,5,3,4,4,3,3,4,1,5,60,60,50,70,60,70,60,80,59
138,5,1,21,61,97,2015/7/19 10:50,2,1947,1,0,9,3,,2,,24000,1,,174,0,1,0,0,0,0,0,0,0,,156,120,5,5,5,2,1,2,1,2,3,1,1,2,5,2,4,5,-8,2,5,4,5,5,5,4,4,2,2,2,1,4,7,5,7,5,5,,,,,1,1,2,2,24000,2,4,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,7,1965,,,,,,,,,,-2,1,1,1,-2,1,1,-8,1,1,4,2,-2,5,4,4,4,5,5,4,4,4,4,4,-8,4,5,80,85,90,80,90,85,85,90,85
139,4,2,18,54,88,2015/7/12 16:34,2,1936,1,0,4,1,,,,0,1,,200,0,0,0,1,0,0,0,0,0,,155,80,4,3,2,1,1,1,1,1,3,1,1,2,5,3,5,5,4,4,3,5,5,5,5,3,2,1,2,3,1,4,6,5,6,5,4,,,,,1,1,2,2,-2,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,-2,1936,-2,1,1,1,0,6,,,-2,1,1,2,-2,1,1,2,3,1,5,2,30000,5,4,4,3,4,4,2,5,3,3,3,3,1,5,60,60,70,60,60,60,75,60,70
140,3,1,27,80,120,2015/7/27 19:09,1,1957,1,1,1,6,,4,1977,40000,4,1978,94,0,0,0,0,0,0,0,0,1,,178,140,5,4,3,5,1,3,1,1,5,1,1,1,5,3,3,5,4,3,5,1,5,5,5,3,4,1,7,2,1,4,2,5,2,1,1,3,38,1,2,1,1,2,2,50000,2,2,0,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1980,1957,1980,4,1,5,20000,5,,,-2,3,1,1,-2,3,1,15,3,3,4,2,10,3,3,3,3,4,3,3,3,3,3,-8,-8,2,2,50,70,70,60,80,70,60,90,60
141,4,1,22,67,107,2015/7/9 16:48,2,1996,1,1,1,12,,1,2014,0,2,,100,0,0,0,0,1,0,0,0,0,,160,96,4,5,3,2,2,1,2,2,2,5,1,4,3,3,3,4,4,2,1,3,4,5,1,3,4,3,5,2,4,3,5,5,7,5,6,,,,,1,2,2,2,50000,3,3,1,1,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1971,12,4,1,1973,12,1,1,-8,-8,3,-8,100000,4,4,3,3,4,-8,3,4,3,4,-8,4,3,4,80,80,80,85,80,80,70,70,80
142,4,2,11,30,53,2015/7/18 10:21,2,1997,1,1,1,6,,1,-1,0,2,,160,0,0,0,0,0,0,0,1,0,,170,98,5,5,3,1,1,3,4,1,4,5,1,2,4,3,2,4,4,3,1,3,5,5,1,2,3,5,2,5,1,4,2,1,5,3,6,,,,,1,1,2,2,10000,5,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1969,6,1,2,1972,4,1,2,2,2,5,-8,5000,5,4,3,3,5,4,3,5,4,4,2,3,1,4,90,90,70,80,60,80,70,80,80
143,4,2,26,74,114,2015/8/8 11:03,2,1993,1,1,1,11,,1,2013,-1,1,,150,0,0,0,0,0,1,0,0,0,,150,80,5,5,4,1,1,1,1,1,3,5,4,4,4,5,4,5,5,4,3,5,5,5,1,4,2,4,5,5,1,3,5,1,8,3,6,,,,,1,2,2,2,30000,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1965,3,1,2,1965,3,1,2,3,1,2,-8,30000,4,2,4,4,4,4,4,4,4,2,2,2,4,4,80,60,40,60,40,50,60,70,60
144,5,2,10,24,46,2015/7/27 16:06,2,1944,4,0,7,3,,2,,-2,1,,40,0,1,0,0,0,0,0,0,0,,150,110,2,2,3,1,1,1,1,1,5,1,1,1,5,5,5,5,4,2,5,5,5,5,5,4,4,1,1,1,1,5,3,5,2,2,4,,,,,1,1,2,2,-2,1,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,7,1966,,,,,,,,,,-2,-8,1,2,-2,1,1,2,3,3,4,2,-2,5,5,5,5,5,4,5,4,4,-8,5,-8,3,5,-2,100,-2,100,-2,100,100,-2,100
145,4,2,27,77,117,2015/7/18 12:32,1,1983,1,1,1,4,,2,-2,-3,1,,70,0,0,0,0,1,0,0,0,0,,170,120,3,3,3,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,,,1,4,3,1,5,1,2,,,,,1,2,2,2,-2,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1956,4,1,2,-3,1,1,16,3,3,5,3,20000,2,2,2,2,2,2,2,1,1,1,2,2,2,3,70,60,50,60,5,50,50,-2,20
146,5,2,8,19,41,2015/8/1 16:41,2,1994,4,0,1,4,,4,2009,0,1,,30,0,0,0,0,1,0,0,0,0,,165,110,4,5,5,1,1,1,2,1,5,5,1,1,5,3,2,5,4,5,2,5,5,4,1,5,4,3,7,7,1,3,4,7,6,4,3,,,,,1,1,2,2,80000,3,3,2,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2013,1992,2013,6,4,1,30000,1,3,1,1974,4,-8,2,1975,1,1,2,2,3,4,-8,50000,4,4,4,3,5,4,3,5,4,-8,-8,-8,3,3,70,60,80,80,70,80,70,80,60
147,4,2,6,15,31,2015/8/10 9:22,1,1948,1,1,1,3,,2,,20000,1,,400,0,1,1,0,0,0,0,0,0,,160,140,4,4,3,1,1,1,1,1,5,1,1,1,5,5,4,5,4,4,5,5,5,5,5,2,2,1,3,3,1,4,5,4,6,4,3,,,,,1,1,2,2,30000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1970,1952,1970,1,1,1,0,4,,,-2,1,1,2,-2,1,1,2,2,1,4,2,50000,4,3,5,4,5,4,5,4,4,4,-8,4,3,4,83,80,82,84,79,81,80,80,80
148,4,2,13,35,65,2015/9/21 8:50,1,1960,6,0,2,4,,4,1979,15000,1,,270,0,1,0,0,0,0,0,0,0,,167,124,4,3,4,1,1,1,1,1,5,1,1,1,5,5,4,4,4,4,5,5,2,4,5,4,4,1,5,5,5,4,6,3,-8,2,2,,,,,1,1,2,2,28000,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,0,3,1980,1962,1980,4,1,1,5000,4,,,1933,1,1,2,-2,1,1,2,2,2,4,2,25000,4,4,4,-8,3,-8,3,3,3,3,3,3,2,5,90,80,80,90,70,80,70,80,90
149,4,1,27,80,120,2015/7/30 11:45,1,1996,1,1,1,10,,1,-1,3000,1,,85,0,0,0,0,1,0,0,0,0,,170,135,4,5,5,2,1,2,2,2,5,5,1,1,4,2,4,3,4,3,1,3,5,5,1,4,5,3,7,3,5,4,7,4,9,7,5,,,,,1,1,2,2,80000,3,3,2,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1969,6,1,1,1971,7,1,1,2,3,2,2,200000,3,3,3,3,4,4,2,3,2,2,1,2,2,4,70,60,60,60,60,60,80,80,90
150,2,2,6,17,33,2015/8/4 9:24,1,1969,1,1,1,1,,,,1200,1,,50,0,1,0,0,0,0,0,0,0,,172,140,1,1,2,1,1,1,1,1,5,1,2,1,5,3,5,5,4,4,5,5,5,4,5,2,4,1,4,4,1,3,3,5,3,1,5,,,,,1,1,2,2,1200,1,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1938,1,1,2,-2,1,1,2,3,3,3,3,30000,4,4,4,4,4,4,4,4,4,4,4,4,1,4,70,50,60,70,70,70,70,70,70
151,3,1,13,37,68,2015/9/5 21:07,2,1966,1,1,1,6,,4,1985,24000,1,,90,0,0,0,0,0,0,0,1,0,,150,85,4,4,3,5,1,4,1,2,5,1,1,1,5,4,4,5,3,4,5,5,5,5,5,3,2,1,2,5,1,4,3,4,4,2,5,,,,,2,1,2,2,24000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,2,7,1991,,,,,,,,,,-2,3,1,1,1928,3,1,1,2,1,3,2,36000,4,3,3,2,4,4,3,4,3,3,-8,-8,2,4,80,80,60,60,60,60,60,60,80
152,4,1,19,57,93,2015/7/15 17:10,1,1954,1,1,1,4,,4,1970,30000,4,1985,20,0,0,0,0,0,0,0,0,1,,170,135,4,5,4,5,1,5,1,2,5,1,1,1,5,5,1,5,4,4,2,5,5,5,5,2,4,1,5,5,2,2,5,4,5,3,5,,,,,1,1,2,2,70000,2,3,1,2,0,0,0,0,0,0,0,0,0,理财产品,1,0,0,3,1979,1951,1979,1,1,5,20000,5,,,1921,1,1,2,1926,1,1,2,3,2,4,3,70000,4,4,-8,-8,5,5,5,5,4,-8,-8,3,2,5,80,80,80,85,90,80,80,80,60
153,4,2,10,28,51,2015/7/25 17:19,2,1990,1,1,1,11,,4,2014,0,4,2012,230,0,0,0,0,1,0,0,0,0,,163,108,5,5,4,1,2,2,4,1,4,4,4,2,4,3,2,5,4,3,2,2,3,4,1,2,4,2,4,4,3,4,2,4,7,3,1,3,1,1,2,2,2,2,2,-3,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1964,6,1,2,1964,4,1,2,2,1,5,3,70000,4,4,4,4,4,4,5,4,3,3,3,3,3,5,80,60,40,60,80,80,90,80,80
154,4,2,18,52,86,2015/7/18 17:11,2,1948,1,1,1,1,,,,1000,1,,200,0,1,0,0,0,0,0,0,0,,158,144,4,4,4,1,1,1,1,5,5,1,1,1,5,5,5,5,5,5,4,5,5,5,5,1,1,1,,,1,3,5,4,5,2,3,,,,,1,2,2,2,5000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,4,0,3,1966,1947,1966,1,1,1,720,6,,,-2,1,1,2,-2,1,1,2,2,1,3,2,-2,4,4,4,4,4,4,4,4,2,3,3,3,2,4,80,70,80,80,80,80,70,60,40
155,3,1,16,45,76,2015/7/26 12:43,2,1966,1,1,1,4,,4,1986,25000,1,,150,0,0,1,0,0,0,0,0,0,,146,78,3,4,4,1,1,1,1,1,3,1,2,2,-8,3,1,1,4,4,5,5,5,5,5,3,1,1,2,3,1,4,5,5,5,3,3,,,,,2,2,2,2,30000,3,3,1,2,0,1,0,0,0,0,0,0,0,,2,1,3,3,1990,1965,1990,3,1,1,10000,3,,,1934,2,1,2,1939,1,1,2,2,2,2,2,100000,5,2,4,3,5,2,1,5,5,-8,-8,3,2,5,70,80,60,70,70,70,70,80,80
156,5,2,16,47,79,2015/7/27 14:47,2,1953,1,1,1,3,,2,,0,1,,120,0,1,1,1,0,0,0,0,0,,155,115,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,5,4,5,5,5,5,5,2,5,1,6,6,1,3,5,5,6,2,4,,,,,1,1,2,2,60000,7,3,1,1,0,1,0,0,0,0,0,0,0,,1,3,0,3,1969,1951,1969,3,1,1,0,4,,,-2,1,1,2,-2,1,1,2,3,1,3,-8,-2,4,4,4,4,4,4,4,-8,-8,-8,-8,-8,5,4,80,80,80,80,80,80,70,80,60
157,5,1,17,48,80,2015/7/29 10:39,1,1953,1,1,1,10,,4,-2,15000,4,1993,117,0,1,0,0,0,0,0,0,0,,170,130,4,5,5,4,1,2,1,1,5,1,1,1,5,5,5,5,4,4,5,1,5,5,5,1,4,2,,,1,4,5,5,6,3,5,,,,,1,1,2,2,20000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1978,1955,1978,4,1,4,5000,5,,,1930,3,1,2,1931,2,1,2,2,1,3,2,600000,4,2,2,2,3,3,2,3,4,4,4,4,1,5,90,80,80,90,90,90,80,80,90
158,2,1,12,33,62,2015/8/2 10:36,2,1961,1,0,6,6,,4,-2,0,1,,100,0,0,1,0,0,0,0,0,0,,151,63,2,2,3,1,1,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,5,2,4,1,2,3,1,1,5,4,-8,3,5,,,,,1,2,2,2,-2,2,2,1,2,0,1,0,0,0,0,0,0,0,,4,1,0,3,1983,1960,1983,3,1,1,-2,1,3,1,-2,3,1,2,-2,1,1,2,3,1,3,-8,-3,5,3,3,3,5,-8,2,4,3,-8,3,-8,2,5,100,100,50,80,80,80,50,80,70
159,3,1,24,70,110,2015/8/8 19:52,1,1973,1,1,3,3,,2,,50000,1,,10,0,0,0,0,0,0,0,0,1,,167,120,4,3,4,1,3,1,1,1,5,2,3,1,5,1,5,5,4,4,4,5,5,5,2,2,3,1,5,5,6,2,3,3,4,5,1,5,28,1,3,1,2,2,2,50000,1,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,1,7,1995,,,,,,,,,,1945,1,4,2,-2,1,1,2,3,3,3,2,-3,4,3,4,4,4,3,2,4,2,2,2,2,1,2,-2,80,50,80,50,50,80,-2,-2
160,3,2,31,86,129,2015/8/19 11:28,1,1962,1,1,1,4,,4,-2,11000,1,,70,0,1,0,0,0,0,0,0,0,,164,120,2,1,3,1,1,1,1,2,5,1,1,1,5,4,5,5,5,4,5,5,5,5,5,4,3,2,3,3,1,5,4,7,3,2,4,,,,,1,1,2,2,11000,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1984,1962,1984,3,1,1,0,4,,,-3,2,1,15,-3,1,1,15,3,3,4,3,20000,4,3,4,-8,5,-8,-8,-8,5,-8,-8,-8,2,5,70,70,-2,-2,-2,-2,90,-2,70
161,4,2,24,71,111,2015/8/9 16:24,1,1970,1,1,1,4,,4,1986,36000,1,,200,0,1,0,0,0,0,0,0,0,,170,120,4,4,4,1,1,1,1,1,5,5,1,1,5,4,5,5,3,3,5,5,5,5,1,4,1,1,1,1,1,3,6,5,4,4,1,5,25,2,3,1,1,2,2,-2,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1987,1969,1987,1,1,1,36000,1,5,2,-2,1,1,2,-2,1,1,2,2,2,4,2,10000,3,2,2,2,2,2,2,-8,5,-8,-8,-8,3,5,-2,-2,-2,-2,-2,-2,-2,-2,-2
162,5,1,12,32,57,2015/9/6 18:10,2,1956,1,1,1,6,,4,1974,12000,1,,95,0,0,0,1,0,0,0,0,0,,150,100,3,5,5,1,3,1,1,1,4,1,1,1,4,2,5,5,2,1,5,1,5,5,5,4,4,1,1,3,6,4,5,5,6,3,4,,,,,1,1,2,2,300000,5,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,1,3,1979,1954,1979,6,4,4,0,4,,,-2,1,1,2,-2,1,1,2,1,2,4,2,36000,5,4,4,4,4,4,3,3,3,3,3,4,3,3,50,55,50,50,60,65,65,60,50
163,5,1,31,87,131,2015/8/19 17:40,1,1952,1,0,1,4,,4,1967,660,1,,90,0,1,0,0,0,0,0,0,0,,168,156,5,5,3,1,1,1,1,1,4,3,1,1,5,3,5,2,4,4,5,2,5,5,2,2,4,1,5,5,6,4,3,5,3,2,4,,,,,1,1,2,2,15000,3,2,1,2,0,1,0,0,0,0,0,0,0,,2,1,0,3,1972,1954,1972,3,1,1,660,4,,,-2,1,1,2,-2,1,1,16,2,2,4,2,20000,4,4,-8,4,4,-8,4,4,4,3,-8,-8,2,3,70,70,60,70,60,50,70,70,50
164,5,2,18,54,88,2015/7/12 9:59,2,1951,1,1,1,1,,,,1000,1,,200,0,1,0,0,0,0,0,0,0,,165,110,5,3,2,1,1,1,1,1,2,1,1,2,5,5,5,5,5,5,5,5,5,-8,5,1,1,1,,,1,5,6,4,5,3,4,,,,,1,1,2,2,1000,7,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,0,3,1978,1953,1978,4,1,1,1000,4,,,1925,1,1,2,1930,1,1,2,2,2,5,1,1000,4,4,4,4,4,-8,4,-8,4,4,4,4,3,5,80,70,80,70,60,80,70,60,60
165,4,1,4,7,16,2015/10/17 17:54,2,1982,1,1,1,13,,4,2008,60000,4,2003,93,0,0,0,0,0,1,0,0,0,,162,104,4,5,5,2,2,2,2,2,2,5,2,4,5,4,4,5,4,4,2,4,5,4,1,2,3,3,5,5,1,3,5,5,5,5,1,3,7,1,3,1,1,2,2,120000,4,3,1,1,0,1,0,0,0,0,0,0,0,,0,1,1,3,2011,1982,2011,12,4,6,60000,1,3,1,1955,7,4,1,1955,6,1,1,2,2,3,3,10000,4,3,3,3,5,4,3,4,3,3,-8,3,3,2,50,60,50,70,80,50,50,70,70
166,4,1,10,27,50,2015/7/26 16:24,2,1987,1,1,1,1,,,,-3,1,,120,0,0,0,0,1,0,0,0,0,,160,110,3,4,4,1,1,2,2,2,4,5,2,2,4,3,3,3,4,3,2,4,5,3,1,4,4,2,2,3,1,4,3,3,3,3,1,3,6,1,3,1,2,2,2,-3,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,1,3,2010,1986,2010,1,1,1,-3,1,3,1,1962,1,1,2,1964,1,1,2,2,2,4,2,30000,4,4,4,4,5,5,3,-8,3,4,-8,4,3,3,80,80,80,80,70,80,80,70,70
167,4,1,12,32,56,2015/7/30 14:32,1,1974,1,1,1,6,,2,-1,40000,1,,50,0,0,0,0,1,0,0,0,0,,173,110,4,4,3,2,2,2,2,2,4,3,2,1,4,5,4,4,3,3,1,4,5,5,1,2,3,2,5,5,2,4,4,3,8,5,1,1,3,1,4,-8,-8,-8,-8,30000,4,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1,3,2005,1977,2005,4,1,2,20000,1,3,1,1944,6,1,1,1948,3,1,1,3,2,2,-8,300000,4,4,-8,-8,4,4,4,4,-8,4,-8,4,3,4,90,85,50,80,80,90,50,70,75
168,4,1,22,66,106,2015/7/13 10:13,1,1970,1,1,1,1,,,,20000,1,,50,0,0,0,0,0,0,0,0,1,,173,140,4,4,4,1,2,1,1,1,2,2,1,3,5,3,5,5,4,3,5,5,5,5,3,2,2,1,3,3,2,2,3,3,3,3,1,3,-2,1,3,1,1,2,2,20000,3,3,0,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,1998,1970,1998,6,1,1,0,5,,,-2,1,1,2,-2,1,1,2,2,2,4,2,-2,4,4,4,4,4,4,4,4,4,-8,-8,-8,2,2,50,70,70,70,70,70,70,70,70
169,4,1,10,25,47,2015/7/28 9:01,2,1980,1,1,1,6,,4,1998,15000,1,,140,0,0,1,0,0,0,0,0,0,,159,115,4,5,2,2,1,2,2,2,3,4,4,2,5,4,4,5,3,2,1,1,5,2,1,4,5,4,2,5,2,3,4,4,6,1,1,8,17,2,4,1,1,1,2,75000,3,3,2,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2003,1975,2003,10,1,2,60000,1,3,1,1949,3,1,5,1952,1,1,2,2,2,3,2,20000,4,4,4,4,4,4,4,4,4,4,4,4,4,5,60,70,60,70,60,60,60,60,60
170,4,2,22,66,105,2015/7/4 12:39,2,1951,1,1,1,3,,2,,20000,1,,100,0,0,1,0,0,0,0,0,0,,162,114,2,5,5,1,1,2,1,1,4,1,1,1,5,3,5,5,4,1,5,5,5,5,5,5,4,1,1,1,2,4,5,5,5,5,5,,,,,1,2,2,2,20000,6,3,2,2,0,1,0,0,0,0,0,0,0,,2,1,0,3,1974,1952,1974,4,1,1,10000,5,,,1916,1,4,1,1913,1,1,2,3,2,4,2,10000,5,2,4,3,5,5,1,5,1,3,-8,-8,1,5,70,70,50,60,60,70,60,0,80
171,2,2,2,4,11,2015/7/30 16:42,1,1968,1,1,1,3,,2,,6000,1,,60,0,1,0,0,0,0,0,0,0,,160,110,2,3,2,1,2,1,1,1,1,1,1,5,5,4,5,5,5,4,5,5,5,5,5,2,2,1,5,7,1,4,3,2,2,1,3,,,,,2,2,2,2,5000,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,0,7,1988,,,,,,,,,,1913,1,1,2,1945,1,1,2,3,2,-8,3,40000,4,5,4,4,4,4,2,2,4,-8,-8,-8,2,3,100,100,80,80,30,70,100,80,50
172,2,2,9,23,45,2015/7/2 14:31,2,1977,1,1,1,1,,,,10000,1,,160,0,1,1,0,0,0,0,0,0,,150,120,4,4,5,1,2,1,1,3,5,1,1,1,5,3,5,5,4,4,5,5,5,3,5,2,3,1,5,5,1,4,4,3,5,2,6,,,,,1,2,1,2,10000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,2,2006,1963,,3,1,1,24000,1,5,1,1946,1,1,2,1950,1,1,2,3,2,3,3,-3,4,5,5,5,5,5,4,4,4,4,4,4,3,2,80,80,80,80,90,80,100,100,90
173,4,1,12,33,62,2015/8/5 15:50,2,1970,1,0,6,3,,4,-2,0,1,,120,1,0,0,0,0,0,0,0,0,,150,120,3,3,3,1,1,1,1,1,5,4,1,1,5,1,3,5,3,4,2,5,5,5,1,2,3,1,3,6,1,4,5,3,6,5,1,5,5,2,4,1,2,2,2,-2,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,3,1,3,1992,1966,1992,4,1,1,-2,1,5,1,-2,12,-8,9,-2,3,1,15,2,1,3,2,10000,5,4,4,4,4,4,4,4,4,-8,-8,-8,2,4,60,60,-2,-2,-2,-2,-2,-2,-2
174,5,1,30,85,128,2015/10/1 17:57,1,1937,1,0,4,4,,4,1954,37500,4,1959,68.9,0,1,0,0,0,0,0,0,0,,176,140,4,4,4,2,1,2,2,4,5,1,1,1,5,4,4,4,4,4,2,4,5,5,5,1,3,2,,,1,4,5,6,5,3,5,,,,,1,1,2,2,72600,3,3,1,2,0,1,0,0,0,0,0,0,0,,2,1,0,3,1958,1937,1958,7,1,2,34800,5,,,-2,2,1,16,-2,2,1,16,2,2,5,1,30000,5,4,-8,-8,5,4,4,4,3,-8,5,-8,3,4,90,80,60,90,90,90,80,80,90
175,3,2,21,64,101,2015/7/20 10:39,2,1964,1,1,3,1,,,,20000,1,,120,0,1,1,0,0,0,0,0,0,,158,132,2,2,3,1,1,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,4,4,2,1,2,1,2,4,3,4,2,2,,,,,1,1,2,2,40000,3,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0,3,1984,1959,1984,3,1,1,20000,3,,,1940,5,4,1,1940,4,1,2,3,1,3,3,50000,4,3,4,4,4,-8,3,4,3,-8,-8,-8,2,4,80,40,60,60,50,50,50,60,60
176,4,2,4,7,22,2015/8/31 10:02,1,1988,1,0,1,3,,4,2003,40000,1,,40,0,0,0,0,0,0,0,0,1,,167,104,3,3,4,1,3,2,2,2,2,4,2,5,5,4,3,4,4,4,1,3,5,1,1,2,3,4,5,5,6,3,1,1,3,1,1,5,14,1,1,1,2,2,2,40000,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1,3,2008,1991,2008,4,1,1,0,1,3,1,1958,1,1,2,1962,3,1,2,2,1,4,2,72000,1,1,2,2,4,3,2,4,2,2,2,4,1,3,80,80,60,60,70,80,60,60,60
177,3,2,18,52,85,2015/7/21 11:21,1,1963,1,1,1,4,,4,-2,8000,1,,300,0,1,1,0,0,0,0,0,0,,174,130,3,3,4,1,1,1,1,1,5,1,1,1,5,4,5,5,4,5,5,5,5,5,5,5,3,1,1,2,1,4,4,3,5,1,2,,,,,1,1,2,2,13000,3,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,0,3,1985,1964,1985,4,1,1,5000,3,,,-2,1,1,2,-2,1,1,2,3,1,3,2,30000,5,5,5,5,5,-8,3,-8,4,-8,-8,-8,3,5,80,75,-2,90,-2,80,80,60,80
178,4,1,11,29,52,2015/7/22 16:57,2,1989,1,1,1,13,,4,2015,0,4,2015,24,0,0,0,0,0,0,0,0,1,,165,110,5,4,5,5,4,4,4,3,4,5,1,1,4,3,1,5,3,3,1,2,5,4,1,3,4,4,2,3,1,3,-8,5,8,5,6,,,,,1,2,2,2,-2,3,2,0,2,0,0,1,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1961,4,1,1,1967,7,1,1,2,-8,3,-8,50000,4,3,-8,-8,4,3,3,4,-8,3,-8,4,3,3,80,70,70,70,70,70,70,70,70
